iter	Passed	Remaining
1671	19556	3836
1672	19567	3824
1673	19579	3812
1674	19590	3801
1675	19601	3789
1676	19614	3777
1677	19625	3766
1678	19636	3754
1679	19648	3742
1680	19660	3730
1681	19672	3719
1682	19683	3707
1683	19694	3695
1684	19705	3683
1685	19718	3672
1686	19731	3660
1687	19744	3649
1688	19757	3638
1689	19770	3626
1690	19783	3615
1691	19797	3603
1692	19810	3592
1693	19833	3582
1694	19850	3571
1695	19879	3563
1696	19892	3551
1697	19906	3540
1698	19920	3529
1699	19930	3517
1700	19942	3505
1701	19953	3493
1702	19964	3481
1703	19976	3470
1704	19987	3458
1705	19999	3446
1706	20012	3435
1707	20024	3423
1708	20035	3411
1709	20045	3399
1710	20057	3387
1711	20071	3376
1712	20082	3364
1713	20094	3352
1714	20106	3341
1715	20118	3329
1716	20131	3318
1717	20143	3306
1718	20154	3294
1719	20166	3282
1720	20176	3270
1721	20188	3259
1722	20199	3247
1723	20211	3235
1724	20222	3223
1725	20233	3212
1726	20245	3200
1727	20256	3188
1728	20268	3176
1729	20278	3164
1730	20289	3153
1731	20301	3141
1732	20312	3129
1733	20324	3117
1734	20335	3105
1735	20347	3094
1736	20359	3082
1737	20370	3070
1738	20382	3059
1739	20393	3047
1740	20404	3035
1741	20415	3023
1742	20426	3011
1743	20437	2999
1744	20457	2989
1745	20474	2978
1746	20485	2966
1747	20499	2955
1748	20510	2943
1749	20522	2931
1750	20534	2920
1751	20546	2908
1752	20560	2896
1753	20580	2886
1754	20599	2875
1755	20618	2865
1756	20630	2853
1757	20643	2841
1758	20655	2829
1759	20666	2818
1760	20677	2806
1761	20689	2794
1762	20701	2782
1763	20712	2771
1764	20723	2759
1765	20735	2747
1766	20746	2735
1767	20758	2723
1768	20769	2712
1769	20781	2700
1770	20793	2688
1771	20805	2677
1772	20816	2665
1773	20827	2653
1774	20839	2641
1775	20850	2629
1776	20862	2618
1777	20873	2606
1778	20885	2594
1779	20896	2582
1780	20907	2570
1781	20917	2558
1782	20928	2547
1783	20939	2535
1784	20950	2523
1785	20961	2511
1786	20973	2499
1787	20984	2488
1788	20996	2476
1789	21007	2464
1790	21019	2452
1791	21031	2441
1792	21043	2429
1793	21055	2417
1794	21066	2405
1795	21078	2394
1796	21090	2382
1797	21101	2370
1798	21114	2359
1799	21125	2347
1800	21138	2335
1801	21148	2323
1802	21161	2312
1803	21175	2300
1804	21188	2289
1805	21201	2277
1806	21215	2265
1807	21229	2254
1808	21243	2242
1809	21256	2231
1810	21269	2219
1811	21282	2208
1812	21296	2196
1813	21308	2184
1814	21321	2173
1815	21332	2161
1816	21343	2149
1817	21355	2137
1818	21366	2126
1819	21378	2114
1820	21389	2102
1821	21400	2090
1822	21411	2078
1823	21423	2067
1824	21436	2055
1825	21448	2043
1826	21460	2032
1827	21471	2020
1828	21482	2008
1829	21494	1996
1830	21506	1985
1831	21518	1973
1832	21528	1961
1833	21539	1949
1834	21551	1937
1835	21563	1926
1836	21574	1914
1837	21585	1902
1838	21597	1890
1839	21609	1879
1840	21620	1867
1841	21633	1855
1842	21644	1843
1843	21656	1832
1844	21667	1820
1845	21679	1808
1846	21692	1796
1847	21704	1785
1848	21715	1773
1849	21728	1761
1850	21740	1750
1851	21752	1738
1852	21763	1726
1853	21774	1714
1854	21785	1702
1855	21796	1691
1856	21806	1679
1857	21818	1667
1858	21830	1655
1859	21844	1644
1860	21858	1632
1861	21871	1620
1862	21885	1609
1863	21898	1597
1864	21911	1586
1865	21924	1574
1866	21938	1562
1867	21951	1551
1868	21964	1539
1869	21977	1527
1870	21990	1516
1871	22001	1504
1872	22013	1492
1873	22026	1480
1874	22038	1469
1875	22049	1457
1876	22061	1445
1877	22072	1433
1878	22085	1422
1879	22096	1410
1880	22107	1398
1881	22118	1386
1882	22130	1375
1883	22141	1363
1884	22152	1351
1885	22163	1339
1886	22174	1327
1887	22187	1316
1888	22199	1304
1889	22210	1292
1890	22221	1280
1891	22233	1269
1892	22244	1257
1893	22256	1245
1894	22267	1233
1895	22278	1222
1896	22290	1210
1897	22302	1198
1898	22313	1186
1899	22324	1174
1900	22336	1163
1901	22348	1151
1902	22360	1139
1903	22371	1127
1904	22383	1116
1905	22393	1104
1906	22405	1092
1907	22416	1080
1908	22428	1069
1909	22439	1057
1910	22452	1045
1911	22465	1033
1912	22479	1022
1913	22493	1010
1914	22506	998
1915	22519	987
1916	22532	975
1917	22544	963
1918	22558	952
1919	22572	940
1920	22585	928
1921	22598	917
1922	22610	905
1923	22622	893
1924	22634	881
1925	22645	870
1926	22658	858
1927	22670	846
1928	22681	834
1929	22692	823
1930	22705	811
1931	22716	799
1932	22727	787
1933	22739	776
1934	22751	764
1935	22763	752
1936	22774	740
1937	22786	728
1938	22797	717
1939	22808	705
1940	22820	693
1941	22831	681
1942	22843	670
1943	22854	658
1944	22865	646
1945	22876	634
1946	22889	623
1947	22898	611
1948	22910	599
1949	22922	587
1950	22933	575
1951	22944	564
1952	22956	552
1953	22967	540
1954	22979	528
1955	22991	517
1956	23003	505
1957	23015	493
1958	23026	481
1959	23037	470
1960	23048	458
1961	23059	446
1962	23074	434
1963	23089	423
1964	23101	411
1965	23116	399
1966	23130	388
1967	23141	376
1968	23152	364
1969	23164	352
1970	23177	341
1971	23188	329
1972	23199	317
1973	23210	305
1974	23221	293
1975	23232	282
1976	23244	270
1977	23255	258
1978	23271	246
1979	23287	235
1980	23303	223
1981	23318	211
1982	23334	200
1983	23349	188
1984	23365	176
1985	23380	164
1986	23396	153
1987	23413	141
1988	23428	129
1989	23444	117
1990	23460	106
1991	23475	94
1992	23491	82
1993	23507	70
1994	23522	58
1995	23537	47
1996	23553	35
1997	23568	23
1998	23584	11
1999	23598	0
