iter	RMSE
389	4.737796184
390	4.735810216
391	4.734288304
392	4.732334144
393	4.731270799
394	4.730527472
395	4.729320807
396	4.728239965
397	4.727547461
398	4.727377951
399	4.726535921
400	4.724216082
401	4.723179034
402	4.722114257
403	4.72068994
404	4.719181911
405	4.716953006
406	4.714980107
407	4.713596298
408	4.711678135
409	4.710279925
410	4.708399876
411	4.707838827
412	4.706847481
413	4.705745622
414	4.70383587
415	4.702169103
416	4.7004725
417	4.698572567
418	4.69682733
419	4.69563131
420	4.695448878
421	4.691907485
422	4.689228349
423	4.687874377
424	4.686164351
425	4.683751752
426	4.681825091
427	4.680658743
428	4.67979448
429	4.676888167
430	4.675234464
431	4.673080957
432	4.671756113
433	4.670802122
434	4.669700471
435	4.668172795
436	4.666356876
437	4.666314401
438	4.664714178
439	4.662239635
440	4.65988093
441	4.658372917
442	4.657956935
443	4.656471975
444	4.655142964
445	4.655111192
446	4.653825714
447	4.651835755
448	4.650403963
449	4.649054788
450	4.646986154
451	4.644623729
452	4.643435191
453	4.642782612
454	4.64275227
455	4.64022924
456	4.637890318
457	4.636815217
458	4.635594904
459	4.63342612
460	4.633242582
461	4.631871437
462	4.630949783
463	4.62959268
464	4.62896101
465	4.62762682
466	4.625667193
467	4.623603272
468	4.623141594
469	4.620589649
470	4.618834412
471	4.617188072
472	4.616431342
473	4.614425941
474	4.612587346
475	4.611122664
476	4.609121093
477	4.607954844
478	4.606595708
479	4.605554694
480	4.604021084
481	4.603209803
482	4.601160567
483	4.599646912
484	4.59856516
485	4.597915071
486	4.596527887
487	4.596467397
488	4.594092648
489	4.592480562
490	4.59070293
491	4.587606863
492	4.58628821
493	4.583868791
494	4.582469902
495	4.580859066
496	4.57991965
497	4.578146978
498	4.577979723
499	4.577131029
500	4.575973843
501	4.574590969
502	4.572455416
503	4.570969632
504	4.570079612
505	4.568891454
506	4.56700923
507	4.565759758
508	4.56392268
509	4.562066511
510	4.559723948
511	4.558256522
512	4.557058302
513	4.555681104
514	4.554582245
515	4.55337355
516	4.552596482
517	4.552570242
518	4.55251786
519	4.551006603
520	4.549588676
521	4.548713696
522	4.547012741
523	4.54594857
524	4.544275422
525	4.543276454
526	4.542828996
527	4.540661918
528	4.539917915
529	4.538340127
530	4.537988369
531	4.536832832
532	4.534940868
533	4.532870463
534	4.530580808
535	4.529418506
536	4.52715768
537	4.523992524
538	4.522630945
539	4.521028409
540	4.519208838
541	4.518249731
542	4.516516057
543	4.515466282
544	4.515365662
545	4.514383927
546	4.512925749
547	4.511457097
548	4.509617631
549	4.507506885
550	4.50611017
551	4.504662555
552	4.503300657
553	4.500647213
554	4.499009507
555	4.497363517
556	4.49591596
557	4.495131214
558	4.493784155
559	4.492304
560	4.490769979
561	4.489506254
562	4.488321355
563	4.486589188
564	4.486085946
565	4.484794051
566	4.483983568
567	4.483231409
568	4.481526127
569	4.480566893
570	4.479429692
571	4.477316443
572	4.475578992
573	4.47423259
574	4.473214765
575	4.472090797
576	4.471632632
577	4.47058658
578	4.469178238
579	4.468918108
580	4.467719968
581	4.467628484
582	4.466579448
583	4.464831522
584	4.462994078
585	4.46179515
586	4.460035715
587	4.457919711
588	4.456757272
589	4.456274713
590	4.455414957
591	4.453315237
592	4.451612865
593	4.448659703
594	4.447277055
595	4.447178047
596	4.445609681
597	4.444249288
598	4.443633625
599	4.443245347
600	4.441188663
601	4.440433273
602	4.439211264
603	4.438072166
604	4.436579579
605	4.435192172
606	4.433526084
607	4.432317049
608	4.43142003
609	4.429716363
610	4.428860609
611	4.428638126
612	4.427507582
613	4.426520011
614	4.424745886
615	4.423798634
616	4.422792437
617	4.422350866
618	4.421431681
619	4.41997584
620	4.418514413
621	4.41842771
622	4.417601352
623	4.416230545
624	4.415077833
625	4.413989063
626	4.412975767
627	4.412138723
628	4.411343594
629	4.409651153
630	4.40828516
631	4.407324581
632	4.405421718
633	4.403204649
634	4.401560186
635	4.400572997
636	4.398706419
637	4.398362403
638	4.397788547
639	4.396531416
640	4.394895275
641	4.393910515
642	4.39284181
643	4.392175024
644	4.390306817
645	4.389518645
646	4.387932932
647	4.386613233
648	4.384867213
649	4.384560684
650	4.382747098
651	4.382052677
652	4.380786088
653	4.379278248
654	4.377867005
655	4.37653496
656	4.375458589
657	4.374170369
658	4.374145603
659	4.372472631
660	4.371400995
661	4.368852848
662	4.367696742
663	4.366115392
664	4.365244637
665	4.364341111
666	4.362655786
667	4.360827173
668	4.359715469
669	4.358159758
670	4.357148068
671	4.355873278
672	4.354245561
673	4.353293428
674	4.35163392
675	4.349970833
676	4.34900936
677	4.347661512
678	4.346349318
679	4.345643478
680	4.344273471
681	4.343115057
682	4.341666567
683	4.340721736
684	4.339949738
685	4.338459469
686	4.33748255
687	4.336619069
688	4.33525884
689	4.334249725
690	4.333459466
691	4.332374456
692	4.330961525
693	4.329700281
694	4.328353858
695	4.327162353
696	4.327145552
697	4.326111081
698	4.324356454
699	4.322607167
700	4.321756343
701	4.319723041
702	4.318831031
703	4.31804296
704	4.317265077
705	4.316152081
706	4.314870123
707	4.313929873
708	4.313463372
709	4.312339997
710	4.312233542
711	4.311200786
712	4.310223074
713	4.3089255
714	4.307858223
715	4.307416055
716	4.305150816
717	4.302957329
718	4.30155429
719	4.30023969
720	4.29931119
721	4.299057364
722	4.298198864
723	4.297199241
724	4.29664249
725	4.294606758
726	4.292729226
727	4.29170176
728	4.290347729
729	4.289352231
730	4.28761209
731	4.286224076
732	4.28485823
733	4.283475015
734	4.282321396
735	4.281373029
736	4.279921146
737	4.27890615
738	4.277241033
739	4.276115253
740	4.275388463
741	4.273938669
742	4.273067968
743	4.271542317
744	4.270902284
745	4.269301645
746	4.268348427
747	4.268004043
748	4.267171603
749	4.266313568
750	4.265182143
751	4.264578825
752	4.264123282
753	4.262960665
754	4.262203345
755	4.260391299
756	4.259931595
757	4.25840019
758	4.257728871
759	4.256858666
760	4.255478668
761	4.254043218
762	4.251659765
763	4.250852997
764	4.249773671
765	4.249382141
766	4.248265485
767	4.247560131
768	4.246517908
769	4.245282926
770	4.243935532
771	4.243835594
772	4.242293492
773	4.241342755
774	4.240131147
775	4.239105026
776	4.238056081
777	4.23714448
778	4.236282158
779	4.235274342
780	4.234373618
781	4.233172332
782	4.231875089
783	4.230645968
784	4.229135993
785	4.228360622
786	4.227122819
787	4.2266668
788	4.226646784
789	4.225874833
790	4.225277961
791	4.223528093
792	4.221903285
793	4.220942654
794	4.219222972
795	4.217807808
796	4.217794583
797	4.216403162
798	4.21447111
799	4.213213532
800	4.211859374
801	4.210383481
802	4.209859333
803	4.208721948
804	4.206944788
805	4.206052668
806	4.205116551
807	4.204603192
808	4.203560479
809	4.202454549
810	4.201794557
811	4.201305945
812	4.200202408
813	4.198750377
814	4.197330667
815	4.195387078
816	4.194360941
817	4.193081645
818	4.191837329
819	4.190377665
820	4.188253611
821	4.186234127
822	4.185235041
823	4.183568165
824	4.183105803
825	4.182063103
826	4.181389114
827	4.180348416
828	4.17952341
829	4.178694331
830	4.178155696
831	4.177689387
832	4.176897735
833	4.175720252
834	4.174944142
835	4.173768984
836	4.172026646
837	4.171167737
838	4.169890333
839	4.168515266
840	4.167164502
841	4.16547682
842	4.164348954
843	4.163071468
844	4.162144207
845	4.160590821
846	4.159965919
847	4.158999793
848	4.158567699
849	4.1578477
850	4.15719648
851	4.155219891
852	4.15433093
853	4.153473031
854	4.151760977
855	4.150494671
856	4.14945983
857	4.148667497
858	4.146401473
859	4.144984539
860	4.144972884
861	4.144105561
862	4.143174603
863	4.142548975
864	4.142462981
865	4.141838137
866	4.141191405
867	4.139563717
868	4.13856267
869	4.138478832
870	4.137697842
871	4.136950187
872	4.136324291
873	4.134155396
874	4.132916162
875	4.132124668
876	4.131547047
877	4.130442395
878	4.129108528
879	4.127690614
880	4.127280245
881	4.126652265
882	4.125842406
883	4.123545621
884	4.122265601
885	4.121374732
886	4.119570988
887	4.118985831
888	4.117723578
889	4.117309915
890	4.116909983
891	4.116026918
892	4.115465369
893	4.114835274
894	4.113791536
895	4.111840813
896	4.111081496
897	4.109282061
898	4.108576788
899	4.107122228
900	4.106106661
901	4.105454099
902	4.10544331
903	4.104238554
904	4.102957676
905	4.102189251
906	4.099700658
907	4.099278906
908	4.098426304
909	4.09769902
910	4.0971528
911	4.096188702
912	4.095549263
913	4.094819687
914	4.093592426
915	4.092436395
916	4.091115639
917	4.089628856
918	4.088024318
919	4.086572708
920	4.085683445
921	4.084669546
922	4.083789598
923	4.082878966
924	4.082159836
925	4.081307803
926	4.079768838
927	4.078876535
928	4.078201177
929	4.076608607
930	4.076152006
931	4.074276828
932	4.073060129
933	4.071527449
934	4.070088014
935	4.070077516
936	4.068363977
937	4.067867575
938	4.066789783
939	4.066482287
940	4.065397634
941	4.064893132
942	4.063940921
943	4.063252094
944	4.062364441
945	4.061497187
946	4.060118581
947	4.058572387
948	4.057220138
949	4.055305009
950	4.054216936
951	4.053814639
952	4.052195827
953	4.050752094
954	4.050261871
955	4.049640986
956	4.048416512
957	4.046721899
958	4.044437632
959	4.043949357
960	4.043192114
961	4.042581796
962	4.041564628
963	4.040483373
964	4.040066491
965	4.039708398
966	4.039231191
967	4.038160614
968	4.037535291
969	4.036401517
970	4.035897146
971	4.034865559
972	4.034386697
973	4.03344141
974	4.032174131
975	4.031249153
976	4.029312605
977	4.028905541
978	4.028176366
979	4.027719358
980	4.027229592
981	4.026481556
982	4.025381055
983	4.02426657
984	4.022577464
985	4.021960664
986	4.021168945
987	4.020048941
988	4.01928633
989	4.018393469
990	4.017925577
991	4.017404854
992	4.016538807
993	4.015221909
994	4.014257874
995	4.012946501
996	4.011789985
997	4.01064345
998	4.010044104
999	4.008709688
1000	4.007969411
1001	4.006902181
1002	4.006319693
1003	4.00488756
1004	4.003762853
1005	4.002290578
1006	4.001324345
1007	4.000842607
1008	3.999985492
1009	3.998776892
1010	3.997577894
1011	3.996913798
1012	3.996446109
1013	3.995548515
1014	3.994095727
1015	3.993548109
1016	3.991627209
1017	3.990013639
1018	3.989297044
1019	3.988517547
1020	3.987293605
1021	3.985973041
1022	3.984965138
1023	3.984216821
1024	3.983252298
1025	3.982419616
1026	3.980994847
1027	3.979713004
1028	3.978299438
1029	3.977578097
1030	3.976750622
1031	3.975652867
1032	3.974823251
1033	3.973791807
1034	3.973019284
1035	3.971737125
1036	3.971052507
1037	3.970217302
1038	3.969322853
1039	3.968692897
1040	3.96760047
1041	3.966543351
1042	3.96583767
1043	3.964512308
1044	3.963460909
1045	3.962574356
1046	3.961746114
1047	3.960628843
1048	3.959665597
1049	3.958198463
1050	3.957467902
1051	3.955800286
1052	3.954949107
1053	3.954450995
1054	3.954102496
1055	3.95339962
1056	3.952310721
1057	3.951723814
1058	3.950332924
1059	3.949770955
1060	3.948946398
1061	3.948142789
1062	3.947076724
1063	3.946497402
1064	3.945466556
1065	3.944898863
1066	3.944340893
1067	3.94407021
1068	3.94338306
1069	3.943178138
1070	3.942655968
1071	3.941823331
1072	3.939955576
1073	3.938600729
1074	3.938006251
1075	3.936690681
1076	3.936332761
1077	3.935415253
1078	3.934208368
1079	3.93276155
1080	3.932067795
1081	3.931341466
1082	3.93041813
1083	3.929502939
1084	3.928799549
1085	3.927851574
1086	3.927000767
1087	3.926173456
1088	3.92461231
1089	3.923773424
1090	3.923209206
1091	3.922476804
1092	3.921607393
1093	3.920653381
1094	3.919877212
1095	3.918248065
1096	3.917722153
1097	3.917016621
1098	3.916640851
1099	3.916058701
1100	3.914860364
1101	3.914216181
1102	3.913132396
1103	3.912096773
1104	3.910744461
1105	3.909688718
1106	3.909104288
1107	3.908502124
1108	3.907352764
1109	3.90605037
1110	3.905066097
1111	3.903694756
1112	3.902065233
1113	3.900589074
1114	3.9001236
1115	3.899503459
1116	3.899035112
1117	3.898529555
1118	3.898518271
1119	3.897439975
1120	3.896545157
1121	3.895221449
1122	3.894666849
1123	3.894059623
1124	3.892892525
1125	3.89209127
1126	3.891061221
1127	3.890258178
1128	3.889496902
1129	3.889133631
1130	3.887639477
1131	3.886314091
1132	3.885248983
1133	3.884489512
1134	3.883724452
1135	3.88313062
1136	3.882244957
1137	3.881418465
1138	3.880620462
1139	3.880155086
1140	3.879399885
1141	3.87893478
1142	3.877497386
1143	3.876423187
1144	3.875447545
1145	3.874280578
1146	3.873847694
1147	3.873213143
1148	3.872478231
1149	3.872126362
1150	3.872116146
1151	3.870326673
1152	3.869754886
1153	3.869010284
1154	3.868673292
1155	3.868368898
1156	3.867757209
1157	3.867234178
1158	3.86698943
1159	3.866816711
1160	3.865826797
1161	3.86466008
1162	3.864380019
1163	3.864185577
1164	3.863385862
1165	3.8629795
1166	3.862253059
1167	3.861891956
1168	3.861251486
1169	3.859537883
1170	3.858326606
1171	3.857307429
1172	3.856655882
1173	3.856238838
1174	3.854696461
1175	3.853240415
1176	3.85311088
1177	3.851238991
1178	3.850300568
1179	3.849262734
1180	3.848392118
1181	3.847626409
1182	3.847008471
1183	3.846465573
1184	3.845830231
1185	3.845097112
1186	3.844261996
1187	3.843172105
1188	3.841411667
1189	3.841119018
1190	3.840501833
1191	3.838815882
1192	3.837886673
1193	3.836965829
1194	3.83648376
1195	3.835464391
1196	3.834545652
1197	3.834286686
1198	3.833545303
1199	3.832400001
1200	3.831073919
1201	3.830075045
1202	3.829062926
1203	3.82816699
1204	3.826889147
1205	3.826048852
1206	3.825208677
1207	3.824841773
1208	3.823924387
1209	3.823127888
1210	3.822109408
1211	3.821496464
1212	3.820973131
1213	3.819902527
1214	3.819458317
1215	3.818408634
1216	3.817590733
1217	3.816642647
1218	3.816179102
1219	3.815821724
1220	3.814803181
1221	3.814513945
1222	3.813009054
1223	3.811772862
1224	3.810923745
1225	3.810237681
1226	3.809283276
1227	3.808284153
1228	3.807632022
1229	3.806837263
1230	3.805998853
1231	3.805315617
1232	3.80475961
1233	3.803958557
1234	3.802825602
1235	3.80229097
1236	3.801375178
1237	3.80035298
1238	3.799790898
1239	3.799012045
1240	3.797909838
1241	3.796709245
1242	3.79600382
1243	3.795047645
1244	3.794277745
1245	3.79370662
1246	3.792535923
1247	3.791575993
1248	3.790525372
1249	3.789873096
1250	3.788609291
1251	3.787785112
1252	3.786569677
1253	3.785813361
1254	3.785648636
1255	3.784502406
1256	3.783909787
1257	3.783560097
1258	3.782390599
1259	3.781632771
1260	3.780935473
1261	3.780161137
1262	3.779108223
1263	3.778342539
1264	3.777629563
1265	3.77691585
1266	3.776065163
1267	3.775299074
1268	3.774228432
1269	3.773910513
1270	3.773075047
1271	3.772121134
1272	3.77208778
1273	3.771553834
1274	3.769924148
1275	3.768652496
1276	3.767904134
1277	3.767232576
1278	3.766054071
1279	3.765129726
1280	3.764151813
1281	3.762097144
1282	3.760628184
1283	3.760395971
1284	3.759524381
1285	3.758815144
1286	3.757365349
1287	3.756677016
1288	3.755855988
1289	3.754255642
1290	3.753678712
1291	3.75333024
1292	3.752977576
1293	3.751089006
1294	3.750740262
1295	3.749843132
1296	3.748760137
1297	3.747742091
1298	3.747205142
1299	3.746665065
1300	3.746143466
1301	3.745223104
1302	3.744386219
1303	3.743907307
1304	3.743427402
1305	3.742791709
1306	3.74144159
1307	3.740822622
1308	3.740094276
1309	3.739170341
1310	3.738587747
1311	3.737323097
1312	3.736885602
1313	3.736526368
1314	3.735526868
1315	3.734870675
1316	3.733940054
1317	3.73354756
1318	3.732742398
1319	3.731609607
1320	3.730536844
1321	3.729727752
1322	3.728429169
1323	3.727674956
1324	3.726431528
1325	3.725785525
1326	3.725776312
1327	3.72533938
1328	3.724907613
1329	3.724359998
1330	3.723419898
1331	3.722388091
1332	3.72160935
1333	3.721275944
1334	3.7205501
1335	3.719605907
1336	3.718905672
1337	3.71838918
1338	3.717898411
1339	3.717423856
1340	3.717290248
1341	3.716531877
1342	3.715693607
1343	3.714433336
1344	3.713516047
1345	3.713183319
1346	3.712324598
1347	3.711759314
1348	3.710891763
1349	3.709976791
1350	3.709609115
1351	3.708852378
1352	3.708060734
1353	3.707272131
1354	3.707263772
1355	3.706235027
1356	3.705745172
1357	3.704414554
1358	3.703709608
1359	3.70302023
1360	3.702371117
1361	3.702160564
1362	3.701126068
1363	3.700030838
1364	3.699368622
1365	3.699026921
1366	3.698713078
1367	3.697921747
1368	3.696831813
1369	3.696387677
1370	3.695627451
1371	3.694521472
1372	3.693719998
1373	3.693521813
1374	3.692838847
1375	3.692145069
1376	3.69158172
1377	3.690399047
1378	3.689699084
1379	3.68900243
1380	3.688179431
1381	3.687703443
1382	3.687100376
1383	3.686799146
1384	3.685444675
1385	3.684894474
1386	3.684135082
1387	3.683805871
1388	3.683154543
1389	3.681821844
1390	3.681004075
1391	3.680698887
1392	3.680048302
1393	3.679260828
1394	3.67889005
1395	3.678193481
1396	3.677493806
1397	3.675867053
1398	3.675076024
1399	3.674322596
1400	3.673340676
1401	3.672844909
1402	3.672087427
1403	3.671963867
1404	3.671642323
1405	3.67092417
1406	3.669810999
1407	3.668830871
1408	3.668293327
1409	3.66764473
1410	3.666749888
1411	3.665863755
1412	3.665035866
1413	3.664333839
1414	3.662904688
1415	3.662765931
1416	3.662262007
1417	3.661166787
1418	3.660020276
1419	3.658843542
1420	3.658822373
1421	3.657966724
1422	3.656941681
1423	3.65609129
1424	3.655334472
1425	3.654622147
1426	3.654321074
1427	3.653429973
1428	3.652676517
1429	3.651431246
1430	3.650985194
1431	3.650602596
1432	3.650089381
1433	3.649641923
1434	3.649633994
1435	3.648352009
1436	3.647426967
1437	3.646848381
1438	3.64530691
1439	3.644624867
1440	3.644010217
1441	3.643316104
1442	3.642950037
1443	3.642579506
1444	3.641743506
1445	3.640945493
1446	3.639970391
1447	3.639549803
1448	3.638530322
1449	3.638094903
1450	3.637315538
1451	3.636360065
1452	3.635738524
1453	3.635105981
1454	3.634046159
1455	3.633275158
1456	3.632987374
1457	3.632266522
1458	3.63176467
1459	3.631532907
1460	3.631247513
1461	3.630655407
1462	3.629558165
1463	3.62801257
1464	3.627251529
1465	3.626132743
1466	3.625329566
1467	3.624668481
1468	3.624432591
1469	3.624407032
1470	3.62328757
1471	3.622318181
1472	3.621552409
1473	3.620626967
1474	3.620148701
1475	3.619449022
1476	3.618953545
1477	3.618767779
1478	3.618087702
1479	3.617540282
1480	3.617147953
1481	3.616413314
1482	3.615099158
1483	3.614217193
1484	3.614008274
1485	3.613294633
1486	3.612323784
1487	3.611255075
1488	3.610614237
1489	3.609866588
1490	3.608286908
1491	3.606925661
1492	3.606638376
1493	3.605818349
1494	3.604895073
1495	3.604437472
1496	3.604107314
1497	3.603136607
1498	3.602813599
1499	3.602780019
1500	3.602314021
1501	3.602306175
1502	3.60212868
1503	3.601302643
1504	3.601058087
1505	3.600801013
1506	3.600795582
1507	3.599998763
1508	3.59946051
1509	3.598222492
1510	3.59821371
1511	3.596597537
1512	3.596196091
1513	3.595890454
1514	3.595311257
1515	3.594606399
1516	3.59411597
1517	3.593902892
1518	3.593255151
1519	3.592433977
1520	3.592308131
1521	3.591607361
1522	3.590759041
1523	3.590016858
1524	3.589795027
1525	3.589550555
1526	3.588898327
1527	3.588577297
1528	3.58714782
1529	3.586944639
1530	3.586178498
1531	3.585452385
1532	3.584960155
1533	3.584433907
1534	3.583308577
1535	3.582923358
1536	3.582135158
1537	3.581385029
1538	3.580362399
1539	3.579765424
1540	3.579484946
1541	3.579402432
1542	3.578538851
1543	3.578265145
1544	3.577817063
1545	3.577794707
1546	3.577380408
1547	3.576861881
1548	3.57646224
1549	3.575528176
1550	3.575155829
1551	3.574529256
1552	3.574176207
1553	3.573811267
1554	3.57360323
1555	3.572971708
1556	3.571824529
1557	3.571510521
1558	3.570632782
1559	3.570241454
1560	3.569660479
1561	3.569211033
1562	3.568531845
1563	3.567610888
1564	3.567059712
1565	3.566151466
1566	3.565273757
1567	3.564763745
1568	3.564311282
1569	3.563748778
1570	3.563020703
1571	3.562295454
1572	3.561748659
1573	3.560532604
1574	3.55974531
1575	3.558907885
1576	3.557996288
1577	3.55748387
1578	3.556424129
1579	3.555561357
1580	3.55503656
1581	3.554404147
1582	3.553263696
1583	3.552275302
1584	3.551755424
1585	3.551490126
1586	3.550936579
1587	3.550364746
1588	3.549990748
1589	3.549615342
1590	3.548947461
1591	3.548336923
1592	3.547458412
1593	3.546827187
1594	3.545899347
1595	3.54564447
1596	3.545091385
1597	3.544339614
1598	3.544021507
1599	3.543138831
1600	3.542512927
1601	3.541744677
1602	3.54067224
1603	3.5397565
1604	3.539199232
1605	3.538837665
1606	3.538242802
1607	3.537583175
1608	3.536802953
1609	3.535980337
1610	3.535013894
1611	3.53494222
1612	3.534186837
1613	3.533350702
1614	3.532886911
1615	3.531407149
1616	3.530530741
1617	3.529995586
1618	3.529672892
1619	3.529311499
1620	3.528778917
1621	3.528556164
1622	3.528003029
1623	3.526743243
1624	3.526510827
1625	3.525554099
1626	3.524681658
1627	3.524444779
1628	3.524076158
1629	3.523188072
1630	3.522787855
1631	3.522012802
1632	3.521902199
1633	3.521068973
1634	3.520634669
1635	3.519621104
1636	3.519294745
1637	3.518988008
1638	3.518055413
1639	3.517732715
1640	3.517007331
1641	3.51632596
1642	3.516031516
1643	3.515232312
1644	3.514227597
1645	3.513893359
1646	3.512780558
1647	3.512543957
1648	3.511897181
1649	3.511312103
1650	3.510603371
1651	3.510595736
1652	3.509640551
1653	3.509154006
1654	3.508577825
1655	3.507746325
1656	3.506669323
1657	3.505898638
1658	3.505290829
1659	3.505030516
1660	3.504104367
1661	3.503161113
1662	3.502291808
1663	3.501680108
1664	3.500839189
